Name,Drug Groups,SMILES,ChEMBL ID
DB03522,experimental,N[C@@H](CC(=O)OCC(O)=O)C(O)=O,
DB03523,experimental,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F,CHEMBL38434
DB03524,experimental,NCCCN1CCN(CCCNC(=O)C2=CC(NC(=O)CC3=CC=CS3)=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)CC1,
DB03525,experimental,OP(O)(=O)OC1=C2NCCCC2=CC=C1,CHEMBL358860
DB03526,experimental,COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1,
DB03528,experimental,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@@]1([H])O,CHEMBL1236872
DB03530,experimental,[H]N([H])C1=NC(=CS1)C(=N\OC(C)(C)C(O)=O)\C(=O)N([H])[C@H](C=O)[C@@]1([H])SCC(=C)C(=N1)C(O)=O,
DB03531,experimental,CC(C)C(=O)N1C2=C(C=C(C)C(C)=C2)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)[N+]2=CN=C3C2=NC=NC3=N)C2=C1C([O-])=NC(=O)N2,
DB03532,experimental,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,
DB03533,experimental,[H][C@@]12NC(=O)N[C@]1([H])NC(=O)N2,
DB03534,experimental,CN(CC1=C(N)C=CC(=C1)C(=O)N(C)CC1=CC2=C(C=CC=C2)N1C)C(C)=O,CHEMBL109420
DB03535,experimental,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1C(=O)OCC1=CC=CC=C1)C=O,CHEMBL79993
DB03536,experimental,C[C@H](NC(=O)[C@H](CCCNC(N)N)NC(=O)OCC1=CC=CC=C1)C(=O)CF,
DB03537,experimental,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CO)C1=CC=C(O)C=C1,
DB03539,experimental,[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N=C,
DB03540,experimental,[H][C@]12CC[C@]([H])(C1)C(=O)C2,
DB03541,experimental,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O,CHEMBL389051
DB03542,experimental,[H][C@]1(O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O)[C@]1([H])O,
DB03543,experimental,[H][C@@](O)(CNC1=CC=CC=C1C(O)=O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,
DB03544,experimental,N[C@@H](CSP(O)(O)=O)C(O)=O,
DB03546,experimental,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)[C@@]([H])(CCCC1C(O)=N[C@]([H])(N)N[C@]1([H])N)C(O)(O)C(F)(F)F)C(O)=O,
DB03548,experimental,[H][C@@]1(O[C@](O)(C[C@@H](O)[C@H]1O)C(O)=O)[C@H](O)CO,
DB03549,experimental,[H][C@@]1(CCCCC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)SC[C@]2([H])NC(=O)N[C@]12[H],
DB03550,experimental,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CCC[C@H](N)C(O)=O)C(O)=O,
DB03551,experimental,[H]N1C=C(C[N+]2([H])C[C@H](O)[C@@H](CO)C2)C2N=CN([H])C(=O)C12,
DB03552,experimental,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O,CHEMBL1232501
DB03553,experimental,OC(=O)CCCC(O)=O,CHEMBL1162495
DB03554,experimental,IC1=CNC(=O)NC1=O,CHEMBL1173
DB03555,experimental,[H][C@]1(C)CCCC[C@]1([H])OC1=CC=CC(C2=NC3=C(N2)C=C(F)C(=C3)C(N)=N)=C1O,CHEMBL62807
DB03556,experimental,CCOCCOCCOCCOCCOCCOCCOCCOCCO,
DB03557,experimental,NC(=O)C(CS)NC(=O)CCCCCNC(=O)[C@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)NC(=O)C(CC(O)=O)NC(=O)CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O,
DB03558,experimental,OC(=O)CCNC(=O)[C@H]1CCCN1S(=O)(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEMBL418875
DB03559,experimental,[H]C(=O)NC1CCCCC1,CHEMBL46778
DB03560,experimental,OC1=CC=C(C=O)C=C1,CHEMBL14193
DB03562,experimental,[H]N1C(=O)CCN(C2C[C@H](O)[C@@H](CO)O2)C1=O,
DB03564,experimental,C[C@H](O)CC(C)(C)O,
DB03565,experimental,[H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC,CHEMBL1159973
DB03566,experimental,NCCCCNCCCN,CHEMBL19612
DB03567,experimental; investigational,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,
DB03568,experimental; investigational,CCCC(O)=O,CHEMBL14227
DB03569,experimental,[H][C@@]1(O)OC(C(O)=O)=C(O)[C@]([H])(O)[C@@]1([H])O,
DB03570,experimental,C[N+](CO)(CO)CO,
DB03571,experimental,NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1,CHEMBL44803
DB03572,experimental,[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O,
DB03573,experimental,[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C,
DB03574,experimental,[Fe].[H][C@@]1(CCCN(O)C(C)=[OH+])NC(=O)CNC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@]([H])(CCCN(O)C(C)=[OH+])NC(=O)[C@]([H])(CCCN(O)C(C)=[OH+])NC1=O,
DB03575,illicit,C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,CHEMBL275528
DB03576,experimental,CC(O)C(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,
DB03577,experimental,[H][C@](NCC1=CC=CC=C1)(C1=CC=CC=C1)P(O)(O)=O,CHEMBL1186230
DB03578,experimental,CC(=O)C(N)=O,
DB03581,experimental,[H]C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,
DB03582,experimental,NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O,
DB03583,experimental,[H]N1C(=O)\C(C2=C1C=CC(=C2)S(=O)(=O)N1CCC(O)CC1)=C1/N([H])C2=CC=CC=C2[C@]1(C)O,
DB03584,experimental,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S)[C@]([H])(O)[C@@]1([H])O,
DB03585,approved; withdrawn,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,CHEMBL1228
DB03586,experimental,[H][C@]1(F)OC([O-])[C@H](O)[C@@H](O)[C@@H]1O,
DB03587,experimental,CC(=O)C=O,CHEMBL170721
DB03588,experimental,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL1232181
DB03589,experimental,OC(=O)C(=O)C(O)=O,
DB03590,experimental,N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O,
DB03591,experimental,CC(=O)N[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,CHEMBL1160756
DB03592,experimental,NC1=NC2=NC=C(COP(O)(O)=O)N=C2C(=O)N1,CHEMBL1159902
DB03593,experimental,C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,CHEMBL1232939
DB03594,experimental,N1C=NC=N1,CHEMBL15571
DB03595,experimental,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(OC(F)(F)F)=CC=C1[O-],
DB03596,experimental,[H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1,
DB03597,experimental,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1I)C(=O)N([H])CC(O)=O)C(O)=O,
DB03598,experimental,COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,CHEMBL433921
DB03600,experimental,CCCCCCCCCC(O)=O,CHEMBL107498
DB03601,experimental,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=CC=C(O)C=C2O1,CHEMBL252642
DB03602,experimental,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1)C(=O)N([H])CC(O)=O)C(O)=O,
DB03603,experimental,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,
DB03604,investigational,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,CHEMBL41632
DB03605,experimental,[H][C@@](CC1=CC=CC=C1)(N(CC1=CC(=CC=C1)C(F)(F)F)C(=O)C1=C(Cl)C=C(Cl)C=C1)C(O)=O,CHEMBL24547
DB03606,experimental,[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1,CHEMBL325795
DB03607,experimental,CC(=O)N[C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O,
DB03608,experimental,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1,CHEMBL35241
DB03609,experimental,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](CO)C[C@H]1O,CHEMBL73502
DB03610,experimental,OC1=CC=C(C=C1)C(F)(F)F,CHEMBL539165
DB03611,experimental,[H]\C(OC)=C(/[H])[C@]([H])(N)C(O)=O,CHEMBL295971
DB03612,experimental,CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,
DB03613,experimental,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)C4=CC=C(O)C=C4)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,
DB03614,approved; investigational,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,CHEMBL2448537
DB03615,approved; experimental,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL221572
DB03616,experimental,[H]\C(=C(\[H])[C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@]([H])(C[C@]([H])(C)C[C@]([H])(O)[C@]([H])(C)[C@@]([H])(OC)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)O[C@]([H])(N)O)OC)N(C)CO,
DB03617,experimental,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O[C@]3([H])C(CO)=C[C@]([H])(N[C@]4([H])[C@@]([H])(C)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O[C@]6([H])[C@@]([H])(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,
DB03618,experimental,[H]N([C@H]1[C@@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O)C(C)=O,CHEMBL1234750
DB03619,approved,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,CHEMBL406393
DB03621,experimental,[H]\C(=C(\C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@]([H])(C[C@@]2([H])C)OC)[C@]([H])(C[C@@]([H])(C)[C@]([H])(O)\C(C)=C([H])\[C@@]([H])(CC)C(=O)C[C@]([H])(O)[C@@]1([H])C)OC)[C@]1([H])CC[C@@]([H])(OC2=CC=C3N(C)C=CC3=C2)[C@@]([H])(C1)OC,
DB03622,experimental,OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)C1=CC=CC=C1,CHEMBL1231240
DB03623,experimental,OC1=CC=C(C=C1)C1=CC2=C(C=CC3=C2C=NC=C3)N=C1,CHEMBL248643
DB03624,experimental,C[C@H](N)[C@@H](CCCCCC(O)=O)NC(O)=O,
DB03626,experimental,COC1=CC(=O)C2=C(C(COC3=CC=CC=C3)=C(C)N2C)C1=O,CHEMBL94277
DB03627,experimental,C1C2CC3CC1CC(C2)C3,
DB03628,experimental,CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1,CHEMBL284362
DB03629,experimental,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=[N+]1[O-],
DB03630,experimental,SCC1=CC=CC=C1I,
DB03631,experimental,[H]N=C1C=C(C[C@H](N)C(O)=O)C(=O)C=C1O,
DB03632,experimental,CNC(=O)NC(=N)NCCC[C@@H]1NC(=O)[C@@H](C)NC(=O)C[C@H](NC(=O)C[C@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C1=O)C(O)=O)C(O)=O,CHEMBL197199
DB03633,experimental,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C,
DB03634,experimental,[H]N(CCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(=O)C1=CC(=CC(CN=[N+]=[N-])=C1)C(=O)N([H])CCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,
DB03635,experimental,CCS(O)(=O)=O,
DB03636,experimental,NCC(N)=O,CHEMBL86954
DB03637,experimental,[H]N([H])C(N([H])[H])=[N+]([H])CCCO,
DB03638,experimental,[H]N([H])C1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N([H])C(=NC2=O)N([H])[H],
DB03639,experimental,NCCCCCCCNC(N)N,
DB03640,experimental,N[C@@H]([C@@H](O)C(O)=O)C(O)=O,CHEMBL3317781
DB03641,experimental,[H]N(P(O)(O)=O)P(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)N([H])C1=O,
DB03642,experimental,CC(C)C[C@H](NC(=O)C1=CC2=C(O1)C=CC=C2)C(=O)N[C@H]1CCCN(CC1=O)S(=O)(=O)C1=CC=CC=N1,CHEMBL286364
DB03643,experimental,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC=C1[O-],CHEMBL433501
DB03644,experimental,NC1=C(O)C=CC=C1C(O)=O,CHEMBL445304
DB03645,experimental,ONC(=O)CP(O)(O)=O,CHEMBL328944
DB03646,experimental,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(CO)OCC[C@]([H])(C)CCC[C@]([H])(C)CCC[C@]([H])(C)CCCC(C)C,
DB03647,experimental,CC(C)N(C(=O)C1=CC=C(C)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,CHEMBL168083
DB03648,experimental,[H]N([H])CCCC[C@H](N([H])C(=O)[C@@H](CCCC)CN([H])N([H])C[C@@H](CCCC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])C1=CC=CC=C1)C(=O)N([H])C1=CC=CC=C1,
DB03649,experimental,OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O,CHEMBL54714
DB03650,experimental,OC1=CC=C(C=C1)\N=C1/C(=O)NC2=CC=CC=C12,
DB03651,experimental,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CHEMBL108541
DB03652,experimental,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,
DB03653,experimental,CCN(C)CC1=CN=C(C)N=C1N,
DB03654,experimental,[H][C@](N)(CSSCCC)C=O,
DB03656,experimental,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(C)=NC(OC)=N1,CHEMBL1229780
DB03657,experimental,COC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL134529
DB03658,experimental,[H]N([H])[C@@H](C(=O)N([H])[C@H](C=O)[C@@]1([H])SC(C)(C)[C@@H](N1[H])C(O)=O)C1=CC=C(O)C=C1,
DB03659,experimental,CCCCN,CHEMBL13968
DB03660,experimental,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O,
DB03661,experimental,N[C@@H](CS(O)(=O)=O)C(O)=O,
DB03662,experimental,CCC[C@H](NCC1=C(O)C(C)=NC=C1COP(O)(O)=O)C(O)=O,
DB03663,experimental,CC(C)C(=O)COC1=NC(N)=NC2=C1NC=N2,CHEMBL272690
DB03664,experimental,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=CC(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1,
DB03666,experimental,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,CHEMBL257695
DB03667,experimental,CC(=O)ONC(=O)C1=C(O)C=CC=C1,
DB03668,experimental,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)CC(=O)NC1=O,CHEMBL1231399
DB03669,experimental,OCCC1=CC=C(F)C=C1,
DB03670,experimental,OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CNCC2)S1,CHEMBL139393
DB03671,experimental,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)C1=CC(=O)OC1,CHEMBL1153
DB03672,experimental,C(NC1=C2C=CC=CC2=NC2=C1CCCC2)C1=CC=CC=C1,CHEMBL215344
DB03673,experimental,N[C@@H](CC1=CC=CS1)C(O)=O,CHEMBL1236302
DB03675,experimental,CC[C@@](C)(O)[C@@H](O)C(O)=O,
DB03676,experimental,[H][C@](N)(CS[As](C)(C)=O)C(O)=O,
DB03677,experimental,CCCCCCCCCCNC(=O)NC1CCCCC1,CHEMBL67158
DB03678,experimental,C[C@H](NC1=NC=NC2=C1C=C(F)C(F)=C2)C(C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL42632
DB03679,experimental,[H][C@](N)(CC1=C(O)NC2=CC=CC=C12)C(O)=O,
DB03680,experimental,OC(C([O-])=O)C([O-])=O,
DB03682,experimental,OC(=O)C1=CC=CC2=C1OC1=C2C=CC=C1C(O)=O,
DB03683,experimental,[H][C@@](CC(C)C)(CN(O)C=O)C(O)=O,
DB03685,experimental,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O,CHEMBL214393
DB03686,experimental,N[C@@H](CCC(=O)N[C@@H](CSCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O,
DB03687,experimental,C[C@](O)(CO)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,CHEMBL1231708
DB03688,experimental,OCCC(O)=O,CHEMBL1205969
DB03690,experimental,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,
DB03691,experimental,[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C,
DB03692,experimental,[H][C@](N)(COS(=O)(=O)CCCCCCCCCCCCCCCC)C(O)=O,
DB03693,experimental,NCCNS(=O)(=O)C1=CC=C(Cl)C2=C1C=NC=C2,CHEMBL489157
DB03694,experimental,NC(=S)NC1=CC=CC=C1,CHEMBL263376
DB03695,investigational,COC1=CC(CC2=C(C)C3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,CHEMBL7492
DB03696,experimental,[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C,CHEMBL225111
DB03697,experimental,NCCCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O,CHEMBL331282
DB03698,experimental,CCCCC[C@@H](C\C=C\C(=O)SCCNC(=O)CCN[C@H](O)C(=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)[N+]1=CNC2=C(N)N=CN=C12)SCC=O,
DB03699,experimental,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O,
DB03700,experimental,C[C@@H](O)[C@@H](N)C(O)=O,CHEMBL319354
DB03701,investigational,FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,CHEMBL281594
DB03702,experimental,[H]N(CC(O)=O)C(=O)C1=CC=C(C=C1)C(=O)N([H])[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](C(C)C)C(=O)C(F)(F)F,
DB03703,experimental,OC1CCCCC1,CHEMBL32010
DB03704,experimental,OCCCCCCCCCCCC(O)=O,CHEMBL55068
DB03705,experimental,CNC1=C(C(=O)NC(N)=N1)[N+]([O-])=O,CHEMBL56190
DB03706,experimental,N[C@@H](CCC(=O)N[C@@H](CS[C@@H](CO)COC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O,
DB03707,experimental,CCS\C(N)=N\C1=CC=CC=C1,CHEMBL451666
DB03708,experimental; investigational,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O,CHEMBL572546
DB03709,experimental,OCCN(CCO)CC(O)=O,
DB03710,experimental,CCC\C(N)=N/CCC[C@H]([NH3+])C(O)=O,
DB03711,experimental,CCC(=O)CCC(C)(C)O,
DB03712,experimental,CC(=O)N[C@@H](CC1=CC(C(O)=O)=C(CC(O)=O)C=C1)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,CHEMBL432359
DB03714,experimental,[H][C@@](CCC(O)=O)(NC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O)C(N)=O,
DB03716,experimental,NC1=C2N=CN([C@@H]3O[C@H](CF)[C@@H](O)[C@H]3O)C2=NC=N1,CHEMBL1212979
DB03717,experimental,[H]N1CC[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)C1=O,
DB03718,experimental,[H][C@@]1(O)[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1N=CC(=O)NC1=O,CHEMBL463480
DB03719,experimental,CCNC(=O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,CHEMBL1513348
DB03720,experimental,C\C=C(/N)C(O)=O,
DB03721,experimental,[H][C@]1(O[C@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,CHEMBL1234621
DB03722,experimental,CC1=CC=CC2=C1CCNC2=O,CHEMBL125200
DB03723,experimental,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O,
DB03724,experimental,[H][C@](C)(O)[C@]([H])(N)C1=NC=CS1,
DB03725,experimental,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)CP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,
DB03726,experimental,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=CN=CN=C23)[C@]([H])(O)[C@]1([H])O,CHEMBL96862
DB03727,experimental,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C(CCC(O)=O)=C3C,
DB03728,experimental,OC(=O)C1=CC=C(Cl)C=C1,CHEMBL618
DB03729,experimental,NC1=NC2=C(N1)C=C(O)C=C2,CHEMBL126589
DB03730,experimental,CN1C=NC2=C1[N+](C)=CN=C2N,
DB03731,experimental,[H][C@](N)(CSCC[B-](O)(O)O)C(O)=O,
DB03732,experimental,[H][C@@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C3N=CN3C=CN=C43)[C@]([H])(OP(O)(O)=O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O,
DB03733,experimental,ClCCCl,CHEMBL16370
DB03734,experimental,ONC(=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,
DB03735,experimental,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(C)N=CN=C12,CHEMBL1234254
DB03736,experimental,[H][C@](C)(CC1CC1)C=O,
DB03737,experimental,[H][C@](C)(O)[C@]([H])(N)[C@]([H])(O)C#CC1=C(F)C=CC2=C1\C(=C\C1=C(OC)C=CN1)C(=O)N2,CHEMBL354634
DB03738,experimental,[H]N(CCC(=O)N([H])\C=C/S)C(=O)[C@H](O)C(C)(C)CO,
DB03739,experimental,[H][C@@]1(O)C[C@@](O)(C\C(=N/O)[C@@]1([H])O)C(O)=O,CHEMBL363381
DB03740,experimental,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1234669
DB03741,experimental,CC[C@@H](C)C(O)=O,CHEMBL1162483
DB03742,experimental,[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(OCCN2CCCCC2)C=C1,CHEMBL304552
